ID,NAME,YEAR,RELEASE DATE,END DATE,TODAY RESELL ESTIMATED VALUE (USD)
1999-6,Tarzan toys (June 18-July 15),1999,Tarzan,ys,
1999-7,Inspector Gadget (July 16-August 12),1999,Inspec,r Gadget,
1999-8,Hot Wheels / Barbie toys (August 13-September 16),1999,Hot Wheels / Barbie,ys,
1999-9,Doug's 1st Movie toys (September 17-October 14),1999,s 1st Movie,ys,
1999-10,Halloween Pails (October 15-28),1999,,,
1999-11,Lego toys (October 29-November 25),1999,Lego,ys,
1999-12,Toy Story 2 toys (November 26-December 30),1999,Toy Story 2,ys,
1999-13,Barbie / Hot Wheels toys (December 31-January 27),1999,Barbie / Hot Wheels,ys,
2000-1,Disney’s Tarzan on Video (January 28th - February 24th 2000),2000,January 28th,February 24th 2000,
2000-2,An Extremely Goofy Movie (March 3rd - 22nd 2000),2000,March 3rd,22nd 2000,
2000-3,Furby (March 23rd - April 13th 2000),2000,March 23rd,April 13th 2000,
2000-4,Teletubbies (April 14th - 27th 2000),2000,April 14th,27th 2000,
2000-5,Saban’s Power Rangers Lightspeed Rescue (April 28th - May 18th 2000),2000,April 28th,May 18th 2000,
2000-6,Disney's Dinosaur (May 19th - June 12th 2000),2000,May 19th,June 12th 2000,
2000-7,Ty Teenie Beanie Babies (June 13th - July 13th 2000),2000,June 13th,July 13th 2000,
2000-8,Finger Board Pro-Gear (July 14th - August 3rd 2000),2000,Finger Board Pro,Gear,
2000-9,Hello Kitty/Transformers: Beast Morphers (August 4th - 24th 2000),2000,August 4th,24th 2000,
2000-10,The Tigger Movie (August 25th - September 14th 2000),2000,August 25th,September 14th 2000,
2000-11,Barbie/Hot Wheels (September 15th - October 12th 2000),2000,September 15th,October 12th 2000,
2000-12,Monster Crazy Bones (October 13th - November 2nd 2000),2000,October 13th,November 2nd 2000,
2000-13,Disney Video Showcase Collection (November 3rd - 20th 2000),2000,November 3rd,20th 2000,
2000-14,102 Dalmatians (November 21st - December 21st 2000),2000,November 21st,December 21st 2000,
2000-15,The Emperor's New Groove (December 22nd 2000 - January 11th 2001),2000,December 22nd 2000,January 11th 2001,
2000-16,Disney World Resort Millennium Collectables,2000,,,
2001-1,Buzz Lightyear of Star Command (January 12th - February 1st 2001),2001,January 12th,February 1st 2001,
2001-2,Disney’s House of Mouse (February 2nd - 22nd 2001),2001,February 2nd,22nd 2001,
2001-3,Poo-Chi Pets (February 23rd - March 22nd 2001),2001,Poo,Chi Pets,
2001-4,Spy Kids (March 30th - April 18th 2001),2001,March 30th,April 18th 2001,
2001-5,Tiger Electronics (April 19th - May 17th 2001),2001,April 19th,May 17th 2001,
2001-6,Action Man/Hello Kitty and Friends (May 18th - June 14th 2001),2001,May 18th,June 14th 2001,
2001-7,Disney’s Atlantis: The Lost Empire (June 15th - July 10th 2001),2001,June 15th,July 10th 2001,
2001-8,The Book of Pooh (July 11th - August 9th 2001),2001,July 11th,August 9th 2001,
2001-9,Hot Wheels/Barbie (August 10th - September 6th 2001),2001,August 10th,September 6th 2001,
2001-10,Lego Bionicle/Diva Starz (September 7th - 27th 2001),2001,September 7th,27th 2001,
2001-11,Snow White and the Seven Dwarves (September 28th - October 18th 2001),2001,September 28th,October 18th 2001,
2001-12,Halloween Pails (October 19th - November 1st 2001),2001,October 19th,November 1st 2001,
2001-13,Disney Pixar’s Monsters Inc. (November 2nd - 29th 2001),2001,November 2nd,29th 2001,
2001-14,Toys “R” Us Animal Alley minis (November 30th - December 27th 2001),2001,November 30th,December 27th 2001,
2001-15,Surprise toys (December 28th 2001 - January 17th 2002),2001,Surprise,ys,
2002-1,Robo-Chi (January 18th - February 14th 2002),2002,Robo,Chi,
2002-2,Peter Pan in Return to Never Land (February 15th - March 7th 2002),2002,Peter Pan in Return,Never Land,
2002-3,Walt Disney World’s 100 Years of Magic (March 8th - April 4th 2002),2002,March 8th,April 4th 2002,
2002-4,Matchbox/Madame Alexander (April 5th - 25th 2002),2002,April 5th,25th 2002,
2002-5,Battlebots (April 26th - May 23rd 2002),2002,April 26th,May 23rd 2002,
2002-6,The Many Adventures of Winnie the Pooh (May 24th - June 13th 2002),2002,May 24th,June 13th 2002,
2002-7,Disney’s Lilo and Stitch (June 14th - July 11th 2002),2002,June 14th,July 11th 2002,
2002-8,The Country Bears (July 12th - August 1st 2002),2002,July 12th,August 1st 2002,
2002-9,Spy Kids 2: The Island of Lost Dreams (August 2nd - 22nd 2002),2002,August 2nd,22nd 2002,
2002-10,Barbie/Hot Wheels (August 23rd - September 12th 2002),2002,August 23rd,September 12th 2002,
2002-11,Disney’s Beauty and the Beast (September 13th - October 3rd 2002),2002,September 13th,October 3rd 2002,
2002-12,Lego Galidor (October 4th - 24th 2002),2002,October 4th,24th 2002,
2002-13,Transformers: Armada/Hello Kitty (October 25th - November 20th 2002),2002,October 25th,November 20th 2002,
2002-14,Walt Disney’s Treasure Planet (November 21st - December 19th 2002),2002,November 21st,December 19th 2002,
2002-15,Pinocchio (December 20th 2002 - January 9th 2003),2002,December 20th 2002,January 9th 2003,
2003-1,Betty Spaghetty/Tonka (January 24th - February 20th 2003),2003,Betty Spaghetty/,nka,
2003-2,Disney’s The Jungle Book 2 (February 21st - March 13th 2003),2003,February 21st,March 13th 2003,
2003-3,Inspector Gadget 2 (March 14th - April 3rd 2003),2003,Inspec,r Gadget 2,
2003-4,NakNak (April 4th - May 1st 2003),2003,April 4th,May 1st 2003,
2003-5,Bratz/He-Man and the Masters of the Universe (May 2nd - 29th 2003),2003,Bratz/He,Man and the Masters of the Universe,
2003-6,Disney Pixar’s Finding Nemo (May 30th - June 26th 2003),2003,May 30th,June 26th 2003,
2003-7,Sonic the Hedgehog handheld games (June 27th - July 24th 2003),2003,June 27th,July 24th 2003,
2003-8,Spy Kids 3-D: Game Over (July 25th - August 14th 2003),2003,July 25th,August 14th 2003,
2003-9,Barbie/Hot Wheels: Highway 35 World Race (August 15th - September 4th 2003),2003,August 15th,September 4th 2003,
2003-10,Disney’s Kim Possible (September 5th - October 2nd 2003),2003,September 5th,October 2nd 2003,
2003-11,Stretch Screamers/Madame Alexander (October 3rd - 30th 2003),2003,October 3rd,30th 2003,
2003-12,Brother Bear (October 31st - November 25th 2003),2003,October 31st,November 25th 2003,
2003-13,The Haunted Mansion (November 26th - December 18th 2003),2003,November 26th,December 18th 2003,
2003-14,Disney Princess/Power Rangers: Dino Thunder (December 19th 2003 - January 8th 2004),2003,December 19th 2003,January 8th 2004,
2004-1,Lilo and Stitch: The Series (January 9th - February 5th 2004),2004,January 9th,February 5th 2004,
2004-2,The Lion King 1 1/2 (February 6th - March 4th 2004),2004,February 6th,March 4th 2004,
2004-3,Lego Clikets/Lego Sports (March 5th - April 1st 2004),2004,March 5th,April 1st 2004,
2004-4,The Dog (April 2nd - 29th 2004),2004,April 2nd,29th 2004,
2004-5,ESPN Sports (April 30th - May 27th 2004),2004,April 30th,May 27th 2004,
2004-6,Neopets (May 28th - June 24th 2004),2004,May 28th,June 24th 2004,
2004-7,MyScene/Tony Hawk: BoomBoom HuckJam (June 25th - July 22nd 2004),2004,MyScene/,ny Hawk,
2004-8,Ty Teenie Beanie Babies (July 23rd - August 19th 2004),2004,July 23rd,August 19th 2004,
2004-9,Polly Pocket/Hot Wheels (August 20th - September 16th 2004),2004,August 20th,September 16th 2004,
2004-10,Hello Kitty 30th Anniversary/G.I. Joe (September 17th - October 14th 2004),2004,September 17th,October 14th 2004,
2004-11,Walt Disney’s Aladdin/Madame Alexander (October 15th - November 4th 2004),2004,October 15th,November 4th 2004,
2004-12,Disney Pixar’s The Incredibles (November 5th - December 2nd 2004),2004,November 5th,December 2nd 2004,
2004-13,Sega Handheld Games (December 3rd - 27th 2004),2004,December 3rd,27th 2004,
2004-14,Dave the Barbarian/Lizzie McGuire (December 28th 2004 - January 20th 2005),2004,December 28th 2004,January 20th 2005,
2005-1,My Little Pony/Duel Masters (January 28th - February 24th 2005),2005,January 28th,February 24th 2005,
2005-2,That's So Raven/NBA (February 25th - March 17th 2005),2005,February 25th,March 17th 2005,
2005-3,Pixar Pals (March 18th - April 14th 2005),2005,March 18th,April 14th 2005,
2005-4,The Dog/The Cat (April 15th - May 12th 2005),2005,April 15th,May 12th 2005,
2005-5,Drake & Josh/Winx Club (May 13th - June 9th 2005),2005,May 13th,June 9th 2005,
2005-6,The Adventures of Sharkboy and Lavagirl in 3-D (June 10th - July 7th 2005),2005,June 10th,July 7th 2005,
2005-7,Neopets (July 8th - August 4th 2005),2005,July 8th,August 4th 2005,
2005-8,Barbie and the Magic of Pegasus/Hot Wheels: AcceleRacers (August 5th - September 1st 2005),2005,August 5th,September 1st 2005,
2005-9,Walt Disney Parks and Resorts (September 2nd - 29th 2005),2005,September 2nd,29th 2005,
2005-10,Madame Alexander/Nickelodeon Tak: The Great Juju Challenge (September 30th - October 27th 2005),2005,September 30th,October 27th 2005,
2005-11,Disney’s Chicken Little (October 28th - November 22nd 2005),2005,October 28th,November 22nd 2005,
2005-12,Power Rangers/W.I.T.C.H (November 23rd - December 15th 2005),2005,November 23rd,December 15th 2005,
2005-13,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (December 16th 2005 - January 19th 2006)",2005,December 16th 2005,January 19th 2006,
2006-1,Strawberry Shortcake/Dragon Booster (January 27th - February 23rd 2006),2006,January 27th,February 23rd 2006,
2006-2,Doogal (February 24th - March 16th 2006),2006,February 24th,March 16th 2006,
2006-3,Trollz/Spy Gear (March 17th - April 13th 2006),2006,March 17th,April 13th 2006,
2006-4,The Wild (April 14th - May 11th 2006),2006,April 14th,May 11th 2006,
2006-5,Build-a-Bear Workshop (May 12th - June 8th 2006),2006,May 12th,June 8th 2006,
2006-6,Disney Pixar’s Cars (June 9th - July 6th 2006),2006,June 9th,July 6th 2006,
2006-7,Pirates of the Caribbean (July 7th - August 3rd 2006),2006,July 7th,August 3rd 2006,
2006-8,Hummer/Polly Pocket in PollyWorld (August 4th - 31st 2006),2006,August 4th,31st 2006,
2006-9,Take the Mario Challenge (September 1st - 21st 2006),2006,September 1st,21st 2006,
2006-10,LEGO Bionicle/Disney’s The Little Mermaid (September 22nd - October 12th 2006),2006,September 22nd,October 12th 2006,
2006-11,Hot Wheels/Barbie and the 12 Dancing Princesses (October 13th - November 2nd 2006),2006,October 13th,November 2nd 2006,
2006-12,Dreamworks Flushed Away (November 3rd - 30th 2006),2006,November 3rd,30th 2006,
2006-13,Iz from Zizzle (December 1st - 21st 2006),2006,December 1st,21st 2006,
2006-14,Yu-Gi-Oh GX/Littlest Pet Shop (December 22nd 2006 - January 18th 2007),2006,December 22nd 2006,January 18th 2007,
2007-1,Nickelodeon’s Catscratch (January 26th - February 22nd 2007),2007,January 26th,February 22nd 2007,
2007-2,WowWee Robotics/My Little Pony (February 23rd - March 22nd 2007),2007,February 23rd,March 22nd 2007,
2007-3,The Wizard of Oz Madame Alexander/TNNT (March 23rd - April 19th 2007),2007,March 23rd,April 19th 2007,
2007-4,American Idol (April 20th - May 10th 2007),2007,April 20th,May 10th 2007,
2007-5,Dreamworks Shrek the Third (May 11th - June 7th 2007),2007,May 11th,June 7th 2007,
2007-6,Surf’s Up (June 8th - July 5th 2007),2007,June 8th,July 5th 2007,
2007-7,Hello Kitty/Fly Wheels (July 6th - August 2nd 2007),2007,July 6th,August 2nd 2007,
2007-8,Build-a-Bear Workshop/Legion of Super Heroes (August 3rd - 30th 2007),2007,August 3rd,30th 2007,
2007-9,America's Next Top Model/The Naked Brothers Band (August 31st - September 27th 2007),2007,s Next,p Model/The Naked Brothers Band,
2007-10,MyScene/Hot Wheels:Stunt Strikers (September 28th - October 25th 2007),2007,September 28th,October 25th 2007,
2007-11,Dreamworks Bee Movie (October 26th - November 15th 2007),2007,October 26th,November 15th 2007,
2007-12,Dreamworks Shrek the Third (November 16th - December 13th 2007),2007,November 16th,December 13th 2007,
2007-13,LEGO Bionicle/Strawberry Shortcake (December 14th 2007 - January 17th 2008),2007,December 14th 2007,January 17th 2008,
2008-1,El Tigre: The Adventures of Manny Rivera/FurReal Friends (January 18th - February 14th 2008),2008,January 18th,February 14th 2008,
2008-2,The Spiderwick Chronicles (February 15th - March 13th 2008),2008,February 15th,March 13th 2008,
2008-3,Pirates of the Caribbean/Disney Princesses (March 14th - April 10th 2008),2008,March 14th,April 10th 2008,
2008-4,American Idol (April 11th - May 8th 2008),2008,April 11th,May 8th 2008,
2008-5,Speed Racer (May 9th - June 5th 2008),2008,May 9th,June 5th 2008,
2008-6,Dreamworks Kung Fu Panda (June 6th - July 3rd 2008),2008,June 6th,July 3rd 2008,
2008-7,Littlest Pet Shop/Transformers Animated (July 4th - 24th 2008),2008,July 4th,24th 2008,
2008-8,Polly Pocket/Spy Gear (July 25th - August 14th 2008),2008,July 25th,August 14th 2008,
2008-9,Star Wars: The Clone Wars (August 15th - September 11th 2008),2008,August 15th,September 11th 2008,
2008-10,The Wizard of Oz Madame Alexander/LEGO Batman: The Video Game (September 12th - October 9th 2008),2008,September 12th,October 9th 2008,
2008-11,Barbie/Hot Wheels (October 10th - 30th 2008),2008,October 10th,30th 2008,
2008-12,Madagascar: Escape 2 Africa (October 31st - December 3rd 2008),2008,October 31st,December 3rd 2008,
2008-13,My Little Pony/Lego Mistika Bionicle (December 4th 2008 - January 1st 2009),2008,December 4th 2008,January 1st 2009,
2009-1,Hotel for Dogs (January 9th - February 5th 2009),2009,January 9th,February 5th 2009,
2009-2,Hello Kitty 35th Anniversary/Digi Sportz (February 6th - 26th 2009),2009,February 6th,26th 2009,
2009-3,The Spectacular Spider-Man/Littlest Pet Shop (February 27th - March 26th 2009),2009,The Spectacular Spider,Man/Littlest Pet Shop,
2009-4,Dreamworks Monsters Vs. Aliens (March 27th - April 23rd 2009),2009,March 27th,April 23rd 2009,
2009-5,Kidz Bop CDs (April 24th - May 21st 2009),2009,April 24th,May 21st 2009,
2009-6,Night at the Museum: Battle of the Smithsonian (May 22nd - June 18th 2009),2009,May 22nd,June 18th 2009,
2009-7,Ice Age: Dawn of the Dinosaurs (June 19th - July 16th 2009),2009,June 19th,July 16th 2009,
2009-8,Ty Teenie Beanie Babies (July 17th - August 13th 2009),2009,July 17th,August 13th 2009,
2009-9,LEGO Racers/American Girl (August 14th - September 10th 2009),2009,August 14th,September 10th 2009,
2009-10,Barbie/Hot Wheels (September 11th - October 1st 2009),2009,September 11th,October 1st 2009,
2009-11,Bakugan/Build-a-Bear Workshop (October 2nd - 22nd 2009),2009,October 2nd,22nd 2009,
2009-12,Astro Boy/My Little Pony (October 23rd - November 12th 2009),2009,October 23rd,November 12th 2009,
2009-13,Nerf/Strawberry Shortcake (November 13th - December 10th 2009),2009,November 13th,December 10th 2009,
2009-14,James Cameron’s Avatar (December 11th - 31st 2009),2009,December 11th,31st 2009,
2010-1,Alvin and the Chipmunks: The Squeakquel (January 1st - 21st 2010),2010,January 1st,21st 2010,
2010-2,The Penguins of Madagascar (February 5th - 25th 2010),2010,February 5th,25th 2010,
2010-3,Star Wars/iCarly (February 26th - March 25th 2010),2010,February 26th,March 25th 2010,
2010-4,Dreamworks How to Train Your Dragon (March 26th - April 22nd 2010),2010,Dreamworks How,Train Your Dragon,
2010-5,Hot Wheels Battle Force 5/Barbie in a Mermaid Tale (April 23rd - May 13th 2010),2010,April 23rd,May 13th 2010,
2010-6,Shrek Forever After Toys (May 14th - June 10th 2010),2010,Shrek Forever After,ys,
2010-7,Shrek Forever After Watches (June 11th - 24th 2010),2010,June 11th,24th 2010,
2010-8,The Last Airbender (June 25th - July 22nd 2010),2010,June 25th,July 22nd 2010,
2010-9,Marvel Heroes/Littlest Pet Shop (July 23rd - August 19th 2010),2010,July 23rd,August 19th 2010,
2010-10,Batman: The Brave and the Bold/Madame Alexander (August 20th - September 16th 2010),2010,August 20th,September 16th 2010,
2010-11,Star Wars: The Clone Wars/Strawberry Shortcake (September 17th - October 14th 2010),2010,September 17th,October 14th 2010,
2010-12,Mr. Potato Head Halloween Pails (October 15th - 28th 2010),2010,Pota,Head Halloween Pails,
2010-13,Dreamworks Megamind (October 29th - November 25th 2010),2010,October 29th,November 25th 2010,
2010-14,Transformers/Sanrio Hello Kitty (November 26th - December 16th 2010),2010,November 26th,December 16th 2010,
2010-15,Bakugan: Gundalian Invaders/Only Hearts Pets (December 17th 2010 - January 13th 2011),2010,December 17th 2010,January 13th 2011,
2011-1,Tonka/My Little Pony (January 21st - February 17th 2011),2011,January 21st,February 17th 2011,
2011-2,Hot Wheels Battle Force 5: Fused/Barbie in a Fairy Secret (February 18th - March 10th 2011),2011,February 18th,March 10th 2011,
2011-3,Young Justice/Littlest Pet Shop (March 11th - April 7th 2011),2011,March 11th,April 7th 2011,
2011-4,Rio (April 8th - 28th 2011),2011,April 8th,28th 2011,
2011-5,Batman: The Brave and the Bold/Zoobles (April 29th - May 26th 2011),2011,April 29th,May 26th 2011,
2011-6,Dreamworks Kung Fu Panda 2 (May 27th - June 16th 2011),2011,May 27th,June 16th 2011,
2011-7,Pokémon Black and White/Liv (June 17th - July 7th 2011),2011,June 17th,July 7th 2011,
2011-8,Star Wars: The Clone Wars/Strawberry Shortcake (July 8th - 28th 2011),2011,July 8th,28th 2011,
2011-9,The Smurfs (July 29th - August 25th 2011),2011,July 29th,August 25th 2011,
2011-10,Harry Potter/Monster High (August 26th - September 15th 2011),2011,August 26th,September 15th 2011,
2011-11,Power Rangers Samurai/iCarly (September 16th - October 13th 2011),2011,September 16th,October 13th 2011,
2011-12,Monster Halloween Pails (October 14th - 27th 2011),2011,October 14th,27th 2011,
2011-13,Dreamworks Puss in Boots (October 28th - November 17th 2011),2011,October 28th,November 17th 2011,
2011-14,Bakugan: Mechtanium Surge/Hello Kitty (November 18th - December 15th 2011),2011,November 18th,December 15th 2011,
2011-15,Alvin and the Chipmunks: Chipwrecked (December 16th 2011 - January 12th 2012),2011,December 16th 2011,January 12th 2012,
2012-1,Barbie/Team Hot Wheels (January 13th - February 8th 2012),2012,January 13th,February 8th 2012,
2012-2,Star Wars: Episode 1 in 3D/Build-a-Bear Workshop (February 9th - March 8th 2012),2012,February 9th,March 8th 2012,
2012-3,Transformers Prime/My Little Pony (March 9th - 29th 2012),2012,March 9th,29th 2012,
2012-4,Squinkies: Surprise Inside/Green Lantern: The Animated Series (March 30th - April 26th 2012),2012,March 30th,April 26th 2012,
2012-5,Spy Gear/Victorious (April 27th - May 24th 2012),2012,Spy Gear/Vic,rious,
2012-6,Madagascar 3: Europe’s Most Wanted (May 25th - June 14th 2012),2012,May 25th,June 14th 2012,
2012-7,Harry Potter/Strawberry Shortcake (June 15th - July 5th 2012),2012,June 15th,July 5th 2012,
2012-8,Ice Age: Continental Drift (July 6th - 26th 2012),2012,July 6th,26th 2012,
2012-9,Nickelodeon Spongebob Squarepants Sport Toys (July 27th - August 23rd 2012),2012,Nickelodeon Spongebob Squarepants Sport,ys,
2012-10,Power Rangers Super Samurai/Paul Frank (August 24th - September 20th),2012,August 24th,September 20th,
2012-11,Hotel Transylvania (September 21st - October 18th 2012),2012,September 21st,October 18th 2012,
2012-12,Scooby-Doo Halloween Pails (October 19th - November 1st 2012),2012,Scooby,Doo Halloween Pails,
2012-13,Young Justice/Littlest Pet Shop (November 2nd - 22nd 2012),2012,November 2nd,22nd 2012,
2012-14,Rise of the Guardians (November 23rd - December 20th 2012),2012,November 23rd,December 20th 2012,
2012-15,Moshi Monsters/Teenage Mutant Ninja Turtles (December 21st 2012 - January 24th 2013),2012,December 21st 2012,January 24th 2013,
2013-1,Transformers Prime/Hello Kitty (January 25th - February 21st 2013),2013,January 25th,February 21st 2013,
2013-2,HexBug/Barbie in the Pink Shoes (February 22nd - March 21st 2013),2013,February 22nd,March 21st 2013,
2013-3,Dreamworks The Croods (March 22nd - April 11th 2013),2013,March 22nd,April 11th 2013,
2013-4,Skylanders: Giants/Fijit Friends Shimmies (April 12th - May 2nd 2013),2013,April 12th,May 2nd 2013,
2013-5,Spy Gear/Winx Club ( May 3rd - 23rd 2013),2013,May 3rd,23rd 2013,
2013-6,Blue Sky’s Epic (May 24th - June 13th 2013),2013,May 24th,June 13th 2013,
2013-7,Team Hot Wheels/Twinkle Toes (June 14th - July 4th 2013),2013,Team Hot Wheels/Twinkle,es,
2013-8,Despicable Me 2 (July 5th - August 1st 2013),2013,July 5th,August 1st 2013,
2013-9,The Smurfs 2 (August 2nd - 29th 2013),2013,August 2nd,29th 2013,
2013-10,Power Rangers Megaforce/Justice (August 30th - September 19th 2013),2013,August 30th,September 19th 2013,
2013-11,Beware the Batman/The Wizard of Oz (September 20th - October 17th 2013),2013,September 20th,October 17th 2013,
2013-12,Monster High/Angry Birds: Star Wars Halloween Pails (October 18th - 31st 2013),2013,October 18th,31st 2013,
2013-13,Happy Meal Books (November 1st - 14th 2013),2013,November 1st,14th 2013,
2013-14,NFL Rush Zone/Build-a-Bear Workshop (November 15th -,2013,,,
2013-15,Teenage Mutant Ninja Turtles/Furby Boom ( - January 16th 2014),2013,2014,,
2014-1,Adventure Time/Paul Frank (January 17th - February 6th 2014),2014,January 17th,February 6th 2014,
2014-2,The LEGO Movie (February 7th - March 6th 2014),2014,February 7th,March 6th 2014,
2014-3,Dreamworks Mr. Peabody and Sherman (March 7th - 27th 2014),2014,March 7th,27th 2014,
2014-4,Skylanders: Swap Force/My Little Pony: Rainbow Power (March 28th - April 24th 2014),2014,March 28th,April 24th 2014,
2014-5,The Amazing Spider-Man 2 (April 25th - May 22nd 2014),2014,The Amazing Spider,Man 2,
2014-6,Pokémon X and Y/ American Girl: Isabelle (May 23rd - June 12th 2014),2014,May 23rd,June 12th 2014,
2014-7,Dreamworks How to Train Your Dragon 2 (June 13th - July 3rd 2014),2014,Dreamworks How,Train Your Dragon 2,
2014-8,MarioKart 8/Ty Teenie Beanie Boos (July 4th - 31st 2014),2014,July 4th,31st 2014,
2014-9,Barbie/Hot Wheels (August 1st - 28th 2014),2014,August 1st,28th 2014,
2014-10,Madden NFL 15/Littlest Pet Shop (August 29th - September 18th 2014),2014,August 29th,September 18th 2014,
2014-11,HexBug/Monster High (September 19th - October 16th 2014),2014,September 19th,October 16th 2014,
2014-12,The Book of Life Halloween Pails (October 17th - 30th 2014),2014,October 17th,30th 2014,
2014-13,Hello Kitty’s 40th Anniversary/Max Steel (October 31st - November 25th 2014),2014,October 31st,November 25th 2014,
2014-14,Dreamworks Penguins of Madagascar (November 26th - December 18th 2014),2014,November 26th,December 18th 2014,
2014-15,Spy Gear/Flutterbye (December 19th 2014 - January 8th 2015),2014,December 19th 2014,January 8th 2015,
2015-1,Happy Meal Books (January 9th - 22nd 2015),2015,January 9th,22nd 2015,
2015-2,Sweethearts Plush/Teenage Mutant Ninja Turtles (January 23rd - February 12th 2015),2015,January 23rd,February 12th 2015,
2015-3,The Spongebob Movie: Sponge Out of Water (February 13th - March 5th 2015),2015,February 13th,March 5th 2015,
2015-4,Team Hot Wheels/Barbie: Life in the Dreamhouse (March 6th - 26th 2015),2015,March 6th,26th 2015,
2015-5,Dreamworks Home (March 27th - April 16th 2015),2015,March 27th,April 16th 2015,
2015-6,My Little Pony & MLP: Equestria Girls/Transformers: Robots in Disguise (April 17th - May 14th 2015),2015,April 17th,May 14th 2015,
2015-7,Skylanders: Trap Team/Littlest Pet Shop (May 15th - June 11th 2015),2015,May 15th,June 11th 2015,
2015-8,Nerf/Nerf: Rebelle (June 12th - July 2nd 2015),2015,June 12th,July 2nd 2015,
2015-9,Minions (July 3rd - 30th 2015),2015,July 3rd,30th 2015,
2015-10,Batman: Unlimited/Monster High (July 31st - August 27th 2015),2015,July 31st,August 27th 2015,
2015-11,Monster Jam/Hello Kitty (August 28th - September 24th 2015),2015,August 28th,September 24th 2015,
2015-12,Hotel Transylvania 2 (September 25th - October 15th 2015),2015,September 25th,October 15th 2015,
2015-13,Minions Halloween Pails (October 16th - 29th 2015),2015,October 16th,29th 2015,
2015-14,The Peanuts Movie (October 30th - November 23rd 2015),2015,October 30th,November 23rd 2015,
2015-15,Pokémon Omega Ruby and Alpha Sapphire/Build-a-Bear Workshop (November 24th - December 21st 2015),2015,November 24th,December 21st 2015,
2015-16,Shopkins/Rabbids (December 22nd 2015 - February 1st 2016),2015,December 22nd 2015,February 1st 2016,
2016-1,Harper Collins books (February 2nd - 15th 2016),2016,February 2nd,15th 2016,
2016-2,Transformers: Robots in Disguise/My Little Pony: Friendship is Magic (February 16th - March 14th 2016),2016,February 16th,March 14th 2016,
2016-3,Barbie: Spy Squad/DC Comics Hot Wheels (March 15th - April 11th 2016),2016,March 15th,April 11th 2016,
2016-4,Emoji Plush (April 12th - May 9th 2016),2016,April 12th,May 9th 2016,
2016-5,The Angry Birds Movie (May 10th - June 13th 2016),2016,May 10th,June 13th 2016,
2016-6,Skylanders: Superchargers/The Powerpuff Girls (June 14th - July 5th 2016),2016,June 14th,July 5th 2016,
2016-7,The Secret Life of Pets (July 6th - August 8th 2016),2016,July 6th,August 8th 2016,
2016-8,Step-it Activity Bands (were recalled due to skin irritations as of August 17th 2016) (August 9th - 29th 2016),2016,Step,it Activity Bands,
2016-9,Talking Tom (August 30th - September 19th 2016),2016,August 30th,September 19th 2016,
2016-10,Justice League Action/DC Super Hero Girls (September 20th - October 17th 2016),2016,September 20th,October 17th 2016,
2016-11,"It’s the Great Pumpkin, Charlie Brown Halloween Pails (October 18th - 31st 2016)",2016,October 18th,31st 2016,
2016-12,Dreamworks Trolls (November 1st - 28th 2016),2016,November 1st,28th 2016,
2016-13,Hello Sanrio/Teenage Mutant Ninja Turtles (November 29th - December 19th 2016),2016,November 29th,December 19th 2016,
2016-14,Illumination Presents Sing (December 20th 2016 - January 9th 2017),2016,December 20th 2016,January 9th 2017,
2017-1,Emoji cards (January 13 - January 16th (they were used after teen titans go and clip gloss were delayed on the dates,2017,January 13,January 16th,
2017-2,Teen Titans Go!/Sweethearts clip gloss (January 17th - February 6th 2017),2017,January 17th,February 6th 2017,
2017-3,The Lego Batman Movie (February 7th - March 6th 2017),2017,February 7th,March 6th 2017,
2017-4,Barbie Fashionistas/Hot Wheels (March 7th - April 3rd 2017),2017,March 7th,April 3rd 2017,
2017-5,Smurfs: The Lost Village (April 4th - 25th 2017),2017,April 4th,25th 2017,
2017-6,Super Mario (April 26th - May 22nd 2017),2017,April 26th,May 22nd 2017,
2017-7,Ty Teenie Beanie Boos (May 23rd - June 26th 2017),2017,May 23rd,June 26th 2017,
2017-8,Despicable Me 3 (June 27th - August 7th 2017),2017,June 27th,August 7th 2017,
2017-9,The Emoji Movie (August 8th - September 4th 2017),2017,August 8th,September 4th 2017,
2017-10,Harper Collins books (September 5th - 18th 2017),2017,September 5th,18th 2017,
2017-11,The LEGO Ninjago Movie (September 19th - October 8th 2017),2017,September 19th,October 8th 2017,
2017-12,My Little Pony: The Movie/Transformers: Robots in Disguise (October 9th - November 7th 2017),2017,October 9th,November 7th 2017,
2017-13,Pokémon Sun and Moon/Hello Sanrio (November 8th - December 4th 2017),2017,November 8th,December 4th 2017,
2017-14,Happy Meal Holiday Express (December 5th 2017 - January 1st 2018),2017,December 5th 2017,January 1st 2018,
2018-1,Yo-Kai Watch/Shopkins: Happy Places (January 2nd - 29th 2018),2018,January 2nd,29th 2018,
2018-2,American Greetings (January 30th - February 12th 2018),2018,January 30th,February 12th 2018,
2018-3,Peter Rabbit (February 13th - March 5th 2018),2018,February 13th,March 5th 2018,
2018-4,Snoopy (March 6th - April 9th 2018),2018,March 6th,April 9th 2018,
2018-5,National Geographic: Weird but True (April 10th - May 14th 2018),2018,April 10th,May 14th 2018,
2018-6,Hasbro Gaming (May 15th - June 11th 2018),2018,May 15th,June 11th 2018,
2018-7,Incredibles 2 (June 12th - July 23rd 2018),2018,June 12th,July 23rd 2018,
